id, height
382484, 60.519278
382485, 68.464565
382486, 64.181582
382487, 61.860010
382488, 68.070214
382489, 55.090571
382490, 62.596159
382491, 71.524885
382492, 65.100369
382493, 58.186549
382494, 66.714382
382495, 71.916125
382587, 65.087708
382588, 65.586898
382589, 69.427929
382590, 66.670009
382591, 66.274530
382592, 65.642646
382593, 66.114579
382594, 62.201072
382595, 65.393804
382596, 64.753985
382597, 64.847787
382598, 65.572747
382599, 65.787336
382600, 64.278499
382601, 62.026667
382602, 65.634181
382619, 64.078185
382620, 63.927104
382621, 64.568051
382622, 60.779366
382623, 64.875034
382624, 69.695509
382625, 65.686876
382626, 68.202675
382627, 70.605189
382628, 55.636403
382629, 61.257418
382630, 67.217412
382631, 64.811505
382632, 67.389967
382633, 67.516139
382634, 63.277342
382635, 71.257244
382636, 60.233754
382637, 62.248430
382638, 68.522813
382639, 63.538278
382640, 63.289086
382641, 66.606059
382642, 69.788430
382643, 65.935103
382644, 62.477074
382645, 60.973156
382646, 67.655533
382647, 66.896153
382648, 66.518838
382649, 65.416081
382650, 67.837736
382673, 62.400337
382674, 60.515770
382675, 58.143231
382676, 61.820997
382677, 61.861743
382678, 65.170716
382679, 65.556078
382684, 64.647110
382685, 74.873706
382686, 58.821794
382687, 62.939306
382688, 68.091205
382689, 71.128349
382690, 71.614295
382691, 71.888869
382692, 78.826033
382693, 70.092877
382694, 68.247343
382695, 69.910943
382696, 62.180255
382697, 69.871879
382698, 68.419537
382744, 66.592297
382745, 61.827941
382746, 65.583983
382747, 68.798572
382748, 70.345411
382749, 65.390829
382750, 70.661142
382751, 65.572289
382752, 66.799904
382753, 72.090299
382754, 57.259743
382755, 58.207512
382756, 63.423353
382757, 70.043105
382758, 65.127837
382759, 64.009624
382760, 75.523276
382761, 63.732792
382762, 66.857078
382763, 63.270279
382764, 65.001627
382765, 69.923961
382766, 65.443252
382767, 65.010571
382768, 77.695093
382769, 66.719262
382770, 67.958484
382771, 68.669892
382772, 67.740972
382773, 58.942324
382774, 58.051687
382775, 67.126361
382776, 64.579275
382777, 68.399770
382778, 67.679286
382779, 66.934394
382780, 62.421682
382781, 70.298845
382782, 67.725971
382783, 68.907148
382784, 67.152021
382875, 63.292348
382876, 68.984624
382877, 62.638157
382878, 64.277206
382879, 68.017276
382880, 69.572852
382881, 63.588559
382882, 73.341553
382883, 66.483562
382884, 68.799304
382885, 70.252171
382886, 72.779452
382887, 73.639247
382888, 67.988591
382889, 67.172859
382890, 73.794189
382891, 70.269085
382892, 62.946827
382939, 66.941693
382940, 60.243874
382941, 54.677736
382942, 54.521231
382943, 58.859067
382944, 61.299936
382945, 65.515186
382946, 51.477619
382947, 61.949445
382948, 63.299314
382949, 63.646320
382950, 56.692396
