243,244,1,107.840370
243,39239,1,110.313695
243,55751,1,106.209295
243,58421,1,105.962781
243,58422,1,107.419321
243,58728,1,92.141040
243,58729,1,86.225977
243,58731,1,94.310525
243,58931,3,103.674988
243,59039,1,97.547818
243,59650,3,118.373196
243,59772,1,97.878319
243,59795,1,103.819022
243,170856,1,105.576447
243,244950,1,97.746648
243,298499,1,104.660665
243,302621,3,120.996713
243,314584,1,100.352255
243,377164,3,128.232823
243,379099,1,109.432453
243,379110,1,108.266692
243,380992,1,92.741307
243,380996,1,91.938182
243,381002,3,103.447749
243,381988,1,92.243506
243,381989,3,107.577334
243,381990,1,99.798988
243,381992,1,94.543968
243,381993,3,109.502943
243,382001,1,99.963863
243,382209,1,85.551453
243,382210,1,91.150672
243,382230,1,83.891874
243,382232,1,81.366587
243,382233,1,93.306201
243,382234,1,88.889417
243,382238,1,82.660253
243,382239,1,86.921753
243,382243,1,86.800592
243,382248,1,91.905849
243,382249,3,100.384836
243,382257,1,92.641453
243,382265,1,94.002762
243,382271,3,102.539073
243,382277,1,99.179876
243,382495,3,138.371228
243,382692,3,118.688668
243,431500,3,135.962772
243,431503,3,124.078637
243,499974,1,107.102372
243,499975,1,106.990753
243,499979,1,106.861128
243,562712,1,98.612508
243,570449,3,123.587420
243,574748,3,134.590043
243,626813,1,104.567966
243,626876,1,102.993729
243,626917,3,130.229109
243,627824,3,120.249455
243,627871,3,118.250756
243,630224,3,133.895755
243,674477,3,122.682138
243,674479,3,123.212891
243,674481,3,129.936881
243,674868,3,120.683727
243,674891,3,119.484010
243,674928,3,132.685678
243,674958,3,127.983158
243,674975,1,113.579586
243,677627,3,129.858663
243,686204,1,108.517005
243,686213,1,107.568770
243,686220,3,116.032989
243,686221,3,126.091350
243,687779,3,102.821368
243,687781,3,104.087618
243,687792,3,106.522628
243,687795,1,96.312756
243,692302,1,112.652495
243,693689,1,90.041903
243,696742,3,114.295314
243,696749,3,126.399915
243,696768,3,126.983397
243,696776,3,114.801317
243,696787,1,107.035360
243,696791,3,120.249172
243,696796,3,120.266012
243,696800,1,109.419769
243,696803,3,127.122874
243,696804,1,104.906396
243,696811,1,107.109962
243,696813,1,106.467535
243,697365,3,118.282336
243,706230,3,136.253657
243,706251,3,133.942013
243,706288,3,122.345672
243,706332,3,134.448061
243,707025,3,124.062998
243,707029,1,106.325056
243,707092,1,105.551472
243,707130,1,106.728187
243,707155,1,105.145849
243,707170,3,124.472513
243,712673,3,115.098059
243,712677,1,107.740446
243,712701,3,118.930949
243,722294,3,132.580954
243,722325,3,134.575391
243,722339,3,133.186571
243,734197,3,135.863678
243,734277,3,125.424144
243,734311,3,123.378355
243,735897,3,124.333261
243,735912,3,136.761578
243,735955,3,136.316927
243,736000,3,137.208391
243,736628,1,107.595469
243,736630,1,107.134346
243,736639,1,107.369808
243,736641,3,119.514541
243,736643,1,105.448571
243,736647,1,107.716058
243,736649,1,107.656816
