b1,b2,status,loss,status_downscale,loss_downscale, status_srtm, loss_srtm
78347,82250,0,0.000000,0,0.000000,0,0.000000
81355,78681,0,0.000000,0,0.000000,3,97.815433
78402,84,0,0.000000,0,0.000000,3,90.257046
81620,82250,0,0.000000,0,0.000000,3,101.115728
81454,81471,0,0.000000,0,0.000000,3,103.260053
78287,81878,0,0.000000,0,0.000000,1,103.429070
81754,78683,0,0.000000,0,0.000000,0,0.000000
78395,78299,0,0.000000,0,0.000000,1,93.644827
81591,81507,0,0.000000,0,0.000000,0,0.000000
78395,81290,0,0.000000,0,0.000000,1,101.975310
81741,78333,0,0.000000,0,0.000000,3,94.188515
81682,78690,0,0.000000,0,0.000000,0,0.000000
88599,90699,0,0.000000,0,0.000000,1,78.326528
81682,81359,0,0.000000,0,0.000000,3,99.779358
78321,82250,0,0.000000,0,0.000000,1,101.376810
78408,90699,0,0.000000,0,0.000000,1,88.971779
81384,81801,0,0.000000,0,0.000000,0,0.000000
81787,82297,0,0.000000,0,0.000000,1,99.425676
78341,82528,0,0.000000,0,0.000000,0,0.000000
78333,82016,0,0.000000,0,0.000000,1,100.208492
81454,81741,0,0.000000,0,0.000000,0,0.000000
81471,81292,0,0.000000,0,0.000000,0,0.000000
78395,90699,0,0.000000,0,0.000000,1,99.503215
81359,81298,0,0.000000,0,0.000000,0,0.000000
81507,81298,0,0.000000,0,0.000000,0,0.000000
81417,81323,0,0.000000,0,0.000000,1,79.685227
78351,81569,0,0.000000,0,0.000000,3,102.942379
78330,81290,0,0.000000,0,0.000000,3,102.342168
78330,78312,0,0.000000,0,0.000000,1,81.353686
84810,82296,0,0.000000,0,0.000000,1,93.508122
81591,81323,0,0.000000,0,0.000000,3,104.414302
81591,81754,0,0.000000,0,0.000000,1,91.344048
82506,81879,0,0.000000,0,0.000000,3,104.753116
81558,81482,0,0.000000,0,0.000000,1,96.863926
81384,78681,0,0.000000,0,0.000000,1,101.233804
81586,81879,0,0.000000,0,0.000000,1,95.140030
81299,82528,0,0.000000,0,0.000000,1,102.253324
78351,2649870,0,0.000000,0,0.000000,0,0.000000
78408,2649870,0,0.000000,0,0.000000,1,96.421341
81290,81437,0,0.000000,0,0.000000,3,96.423066
78395,81801,0,0.000000,0,0.000000,3,102.431891
81417,82016,0,0.000000,0,0.000000,0,0.000000
81384,81389,0,0.000000,0,0.000000,1,86.134589
88599,82023,0,0.000000,0,0.000000,1,96.945613
78299,81569,0,0.000000,0,0.000000,3,104.786372
78373,78434,0,0.000000,0,0.000000,1,91.941451
78347,78341,1,76.726133,1,76.726133,1,74.907810
81671,81588,0,0.000000,3,102.627496,1,95.344480
78681,81974,0,0.000000,0,0.000000,3,114.276195
81355,2649870,0,0.000000,0,0.000000,1,103.147797
81654,82528,0,0.000000,0,0.000000,1,92.785573
81424,81292,0,0.000000,0,0.000000,1,74.220695
81564,81298,0,0.000000,0,0.000000,3,106.228748
81974,81390,0,0.000000,0,0.000000,1,101.724620
81878,81685,0,0.000000,0,0.000000,3,98.569058
81437,81801,0,0.000000,0,0.000000,1,95.363516
81620,78690,0,0.000000,0,0.000000,3,107.464772
82016,78304,0,0.000000,0,0.000000,3,105.704412
78312,78402,1,86.964438,1,86.964438,1,85.360130
81417,81558,0,0.000000,0,0.000000,0,0.000000
81384,78355,0,0.000000,0,0.000000,0,0.000000
81850,81321,0,0.000000,0,0.000000,0,0.000000
81850,82023,0,0.000000,0,0.000000,1,96.649692
81359,78312,0,0.000000,0,0.000000,3,101.355030
78299,2649870,0,0.000000,0,0.000000,0,0.000000
81558,81299,0,0.000000,0,0.000000,1,96.532116
81671,82250,0,0.000000,0,0.000000,3,100.227128
82528,81754,0,0.000000,0,0.000000,1,97.249310
78373,78347,0,0.000000,0,0.000000,1,93.638096
81850,81879,0,0.000000,0,0.000000,1,83.290789
81558,81292,0,0.000000,0,0.000000,1,96.856423
82528,82296,0,0.000000,0,0.000000,1,71.970108
81787,2649870,0,0.000000,0,0.000000,1,99.519773
90699,82428,0,0.000000,0,0.000000,1,92.269688
81586,81471,0,0.000000,0,0.000000,1,100.324997
81555,78402,0,0.000000,3,107.572770,1,101.199022
81384,78304,0,0.000000,0,0.000000,1,99.425279
81384,78408,0,0.000000,0,0.000000,0,0.000000
81620,81298,0,0.000000,0,0.000000,0,0.000000
78358,81359,0,0.000000,0,0.000000,3,102.872702
81454,81384,3,104.841511,3,102.899599,0,0.000000
81321,82428,0,0.000000,0,0.000000,0,0.000000
81424,78690,0,0.000000,0,0.000000,0,0.000000
81741,81494,0,0.000000,0,0.000000,0,0.000000
78304,78690,0,0.000000,0,0.000000,3,92.532565
81424,81494,1,83.296895,1,83.296895,1,79.981194
78681,2649870,0,0.000000,0,0.000000,3,110.639148
81588,78628,0,0.000000,0,0.000000,0,0.000000
81586,81671,0,0.000000,0,0.000000,1,99.328585
81355,81569,0,0.000000,0,0.000000,3,106.687262
82007,2649870,0,0.000000,0,0.000000,3,90.382317
81620,81801,0,0.000000,0,0.000000,1,88.546023
82016,2649870,0,0.000000,0,0.000000,1,83.062699
81567,88599,0,0.000000,0,0.000000,3,100.504508
81494,81754,0,0.000000,0,0.000000,3,97.265427
81974,81569,0,0.000000,0,0.000000,1,96.947356
81564,82016,0,0.000000,0,0.000000,0,0.000000
81355,81437,0,0.000000,0,0.000000,1,87.272585
81654,81507,0,0.000000,0,0.000000,0,0.000000
78408,81588,0,0.000000,0,0.000000,3,108.710569
81429,81586,0,0.000000,0,0.000000,0,0.000000
78330,81323,0,0.000000,0,0.000000,3,99.648703
78373,81564,0,0.000000,0,0.000000,0,0.000000
78299,82428,0,0.000000,0,0.000000,0,0.000000
81355,81429,0,0.000000,0,0.000000,1,88.279689
81974,81588,0,0.000000,0,0.000000,1,97.291464
78365,81390,0,0.000000,0,0.000000,1,98.322879
81741,78408,0,0.000000,0,0.000000,1,96.293087
78395,78690,0,0.000000,0,0.000000,1,83.525313
82182,78408,0,0.000000,0,0.000000,1,97.250451
82250,78287,0,0.000000,0,0.000000,3,106.504088
78333,78347,1,87.528262,1,87.528262,1,86.154331
81417,81437,1,90.329865,1,90.329865,0,0.000000
78373,82297,0,0.000000,0,0.000000,1,98.964729
88599,81482,0,0.000000,0,0.000000,0,0.000000
81424,81787,0,0.000000,0,0.000000,1,97.792113
78380,81321,0,0.000000,0,0.000000,0,0.000000
81787,81754,0,0.000000,0,0.000000,1,73.449674
81437,81555,0,0.000000,3,102.213590,1,97.254078
81437,81298,0,0.000000,0,0.000000,1,82.172493
78347,81588,0,0.000000,0,0.000000,0,0.000000
81390,81298,0,0.000000,0,0.000000,1,85.320301
81671,81754,0,0.000000,0,0.000000,1,91.362241
78689,81754,0,0.000000,0,0.000000,3,102.401063
81471,81801,0,0.000000,0,0.000000,1,92.219394
81437,82528,0,0.000000,0,0.000000,3,103.266397
81298,82023,0,0.000000,0,0.000000,1,102.604339
78355,78402,0,0.000000,0,0.000000,3,94.513116
81437,84,0,0.000000,0,0.000000,0,0.000000
78347,81494,3,107.069237,3,105.862806,1,95.846235
81787,78341,0,0.000000,0,0.000000,3,104.511312
78287,81685,0,0.000000,0,0.000000,0,0.000000
78689,78408,0,0.000000,0,0.000000,0,0.000000
82506,78347,0,0.000000,0,0.000000,3,104.723033
78321,81754,0,0.000000,0,0.000000,3,96.991830
78689,81507,0,0.000000,0,0.000000,0,0.000000
81654,81390,0,0.000000,0,0.000000,1,99.422737
81974,81359,0,0.000000,0,0.000000,1,102.495112
78321,81389,0,0.000000,0,0.000000,0,0.000000
81454,82016,0,0.000000,0,0.000000,0,0.000000
81290,81654,0,0.000000,0,0.000000,3,100.744641
81517,82182,0,0.000000,0,0.000000,1,104.129964
81424,78434,0,0.000000,0,0.000000,0,0.000000
78395,81694,0,0.000000,0,0.000000,1,102.483757
81454,78689,0,0.000000,3,103.639762,3,96.262988
81290,78333,0,0.000000,0,0.000000,1,100.348414
81517,81564,0,0.000000,0,0.000000,3,102.630915
81558,81671,0,0.000000,0,0.000000,1,92.399237
2649870,84,0,0.000000,0,0.000000,3,98.727209
81586,81299,0,0.000000,0,0.000000,0,0.000000
81591,90699,0,0.000000,0,0.000000,1,96.104250
81878,84,0,0.000000,0,0.000000,3,108.945950
81682,81567,0,0.000000,0,0.000000,1,94.438888
81517,81471,0,0.000000,0,0.000000,1,71.701895
81517,81290,0,0.000000,0,0.000000,1,0.000000
78373,81494,0,0.000000,0,0.000000,3,101.955579
81528,81555,0,0.000000,0,0.000000,1,96.093598
78333,82296,0,0.000000,0,0.000000,3,102.978630
81321,81298,0,0.000000,0,0.000000,0,0.000000
81654,81482,0,0.000000,0,0.000000,0,0.000000
81682,82250,0,0.000000,0,0.000000,1,100.325068
81654,81569,0,0.000000,0,0.000000,3,96.440043
81591,82250,0,0.000000,0,0.000000,1,94.921559
78690,81868,0,0.000000,0,0.000000,0,0.000000
81389,81569,0,0.000000,0,0.000000,0,0.000000
78330,81390,0,0.000000,0,0.000000,3,99.884332
81620,78683,0,0.000000,0,0.000000,0,0.000000
81290,84810,0,0.000000,0,0.000000,1,104.139129
81429,81494,0,0.000000,0,0.000000,1,89.332457
82297,81507,0,0.000000,0,0.000000,0,0.000000
81429,81555,3,103.794264,3,100.656035,1,97.173892
88599,78321,0,0.000000,0,0.000000,1,96.691644
81290,82016,0,0.000000,0,0.000000,1,104.057173
78395,81741,0,0.000000,0,0.000000,1,94.047233
78330,82007,0,0.000000,0,0.000000,3,103.242761
81974,81878,0,0.000000,0,0.000000,1,97.046364
81671,2649870,0,0.000000,0,0.000000,1,102.046011
81850,78312,0,0.000000,0,0.000000,0,0.000000
81437,81292,1,77.742808,1,77.742808,1,73.750104
82073,81555,0,0.000000,0,0.000000,1,99.854870
81437,81482,0,0.000000,0,0.000000,1,83.906211
78365,81694,0,0.000000,0,0.000000,1,101.517740
81323,78304,0,0.000000,0,0.000000,1,89.749979
78373,81359,0,0.000000,0,0.000000,3,105.663066
81417,2649870,0,0.000000,0,0.000000,0,0.000000
81974,81417,0,0.000000,0,0.000000,0,0.000000
82506,81555,0,0.000000,0,0.000000,1,102.512563
82007,78321,0,0.000000,0,0.000000,3,101.102182
82007,81558,0,0.000000,0,0.000000,1,98.602172
81429,82250,0,0.000000,0,0.000000,1,102.387821
78395,78347,0,0.000000,0,0.000000,1,88.275944
82528,81292,0,0.000000,0,0.000000,3,103.180791
81429,88599,0,0.000000,0,0.000000,0,0.000000
82250,78683,0,0.000000,0,0.000000,0,0.000000
81437,81588,3,106.362626,3,106.362614,3,96.111019
82297,81685,0,0.000000,0,0.000000,1,95.788371
81754,81389,0,0.000000,0,0.000000,0,0.000000
81290,78355,0,0.000000,0,0.000000,0,0.000000
78681,81569,0,0.000000,0,0.000000,0,0.000000
82528,78628,0,0.000000,0,0.000000,0,0.000000
82297,82182,0,0.000000,0,0.000000,1,83.690140
82250,81569,0,0.000000,0,0.000000,1,93.732330
81951,82073,1,80.974801,1,80.974801,1,78.883661
78380,78312,0,0.000000,1,84.621452,1,83.382343
78304,81868,0,0.000000,0,0.000000,0,0.000000
78380,82073,0,0.000000,0,0.000000,3,109.258594
81384,82250,0,0.000000,0,0.000000,0,0.000000
81454,82428,0,0.000000,0,0.000000,0,0.000000
81586,81323,0,0.000000,0,0.000000,0,0.000000
78287,84810,0,0.000000,0,0.000000,1,103.321769
81586,82506,0,0.000000,0,0.000000,1,93.873572
78365,81569,0,0.000000,0,0.000000,0,0.000000
81586,81389,0,0.000000,0,0.000000,0,0.000000
81787,81671,0,0.000000,0,0.000000,1,89.426096
81694,81754,0,0.000000,0,0.000000,1,93.679159
81951,81754,0,0.000000,0,0.000000,1,99.009882
81290,81951,0,0.000000,0,0.000000,1,103.258299
78373,81620,0,0.000000,0,0.000000,1,99.948787
81741,78402,0,0.000000,0,0.000000,1,92.973011
78321,81292,0,0.000000,0,0.000000,1,95.705301
81417,81567,0,0.000000,0,0.000000,0,0.000000
78681,78690,0,0.000000,0,0.000000,1,85.496355
82182,81292,0,0.000000,0,0.000000,3,106.099898
78299,82007,0,0.000000,0,0.000000,0,0.000000
88599,81555,0,0.000000,0,0.000000,1,102.614696
78333,84,0,0.000000,0,0.000000,1,91.360467
81482,81555,0,0.000000,0,0.000000,0,0.000000
78365,78330,0,0.000000,0,0.000000,3,93.975830
78351,81558,0,0.000000,0,0.000000,3,98.126344
78287,81555,0,0.000000,0,0.000000,1,101.349935
81528,81588,0,0.000000,0,0.000000,1,93.939230
78312,81879,0,0.000000,0,0.000000,0,0.000000
81567,81671,0,0.000000,0,0.000000,1,93.885019
81974,81290,0,0.000000,0,0.000000,1,102.540353
78690,81298,0,0.000000,0,0.000000,0,0.000000
81850,82528,0,0.000000,0,0.000000,1,96.506660
90699,2649870,0,0.000000,0,0.000000,1,89.790655
78351,81951,0,0.000000,0,0.000000,0,0.000000
81429,81682,0,0.000000,0,0.000000,0,0.000000
81567,81879,0,0.000000,0,0.000000,1,91.389659
81292,81868,0,0.000000,0,0.000000,0,0.000000
81586,81801,0,0.000000,0,0.000000,3,96.768294
78341,81868,0,0.000000,0,0.000000,0,0.000000
81517,81850,0,0.000000,0,0.000000,1,96.648565
82007,81671,0,0.000000,0,0.000000,1,100.805301
81494,81390,1,88.061206,1,88.061206,1,87.474954
78333,81494,0,0.000000,0,0.000000,1,96.929378
81494,81878,0,0.000000,0,0.000000,0,0.000000
78358,81620,0,0.000000,0,0.000000,1,102.315483
81321,84,0,0.000000,0,0.000000,0,0.000000
81429,78434,0,0.000000,0,0.000000,3,104.662221
81974,78628,0,0.000000,0,0.000000,0,0.000000
81321,82528,0,0.000000,0,0.000000,0,0.000000
81558,78341,0,0.000000,0,0.000000,3,104.406541
81654,81298,0,0.000000,0,0.000000,3,107.157761
82016,81507,0,0.000000,0,0.000000,0,0.000000
78330,78628,0,0.000000,0,0.000000,0,0.000000
78373,81390,0,0.000000,0,0.000000,3,102.044820
82297,82016,0,0.000000,0,0.000000,1,90.818771
81850,78689,0,0.000000,0,0.000000,3,103.452910
81355,81555,0,0.000000,0,0.000000,0,0.000000
81586,78408,0,0.000000,0,0.000000,1,96.692730
78341,78287,0,0.000000,0,0.000000,1,87.184440
78330,81754,0,0.000000,0,0.000000,0,0.000000
81694,81878,0,0.000000,0,0.000000,1,96.618768
82016,81754,0,0.000000,0,0.000000,1,100.146512
81384,78287,0,0.000000,0,0.000000,0,0.000000
81694,78333,3,109.398798,3,109.032338,1,100.719612
81424,84810,0,0.000000,0,0.000000,0,0.000000
78347,81390,0,0.000000,0,0.000000,1,97.277669
81482,78628,0,0.000000,0,0.000000,1,98.500755
81558,84,0,0.000000,0,0.000000,0,0.000000
81558,78304,0,0.000000,0,0.000000,1,100.429104
81974,78434,0,0.000000,0,0.000000,1,99.127207
78347,82296,0,0.000000,0,0.000000,0,0.000000
81694,78347,0,0.000000,0,0.000000,3,101.514943
81471,82023,0,0.000000,0,0.000000,1,101.540686
81741,78690,0,0.000000,0,0.000000,0,0.000000
81359,78321,0,0.000000,0,0.000000,1,100.640505
81878,81298,0,0.000000,0,0.000000,1,100.261878
81454,78355,0,0.000000,0,0.000000,0,0.000000
81384,81754,0,0.000000,0,0.000000,0,0.000000
78358,81517,0,0.000000,0,0.000000,1,101.747355
81355,81567,0,0.000000,0,0.000000,1,97.500553
81694,81390,0,0.000000,0,0.000000,1,90.903812
78351,81390,0,0.000000,0,0.000000,1,95.547890
78330,82073,0,0.000000,0,0.000000,3,102.300408
81494,81868,3,104.821084,3,104.230914,0,0.000000
82297,88599,0,0.000000,0,0.000000,1,96.297502
78358,82506,0,0.000000,0,0.000000,0,0.000000
81321,78408,0,0.000000,0,0.000000,0,0.000000
84810,82428,0,0.000000,0,0.000000,1,91.353546
81591,82297,0,0.000000,0,0.000000,1,94.117954
81654,81359,0,0.000000,0,0.000000,3,101.615474
78347,81321,0,0.000000,0,0.000000,0,0.000000
81591,78628,0,0.000000,0,0.000000,0,0.000000
78434,84,0,0.000000,0,0.000000,1,0.000000
81850,82296,0,0.000000,0,0.000000,1,96.941082
78395,78330,0,0.000000,0,0.000000,1,88.632462
81586,82016,0,0.000000,0,0.000000,1,93.382604
81682,81558,0,0.000000,0,0.000000,1,95.220640
81355,78321,0,0.000000,0,0.000000,1,97.410099
81754,78690,0,0.000000,0,0.000000,0,0.000000
81507,81685,0,0.000000,0,0.000000,0,0.000000
78358,78628,0,0.000000,0,0.000000,1,81.156205
82016,81588,0,0.000000,0,0.000000,3,103.949306
81355,90699,0,0.000000,0,0.000000,0,0.000000
81417,78341,0,0.000000,0,0.000000,0,0.000000
81471,81671,0,0.000000,0,0.000000,1,0.000000
81754,81569,0,0.000000,0,0.000000,1,85.751459
78408,78287,0,0.000000,0,0.000000,0,0.000000
78299,78341,0,0.000000,0,0.000000,1,86.902228
78358,81588,0,0.000000,0,0.000000,0,0.000000
81417,81620,0,0.000000,0,0.000000,0,0.000000
78341,82428,0,0.000000,0,0.000000,0,0.000000
78358,81323,0,0.000000,0,0.000000,1,96.702621
81424,81801,0,0.000000,0,0.000000,1,96.389081
78365,81417,0,0.000000,0,0.000000,0,0.000000
78287,78690,0,0.000000,0,0.000000,1,89.118018
81417,81555,1,98.771877,1,98.771877,0,0.000000
81591,81558,0,0.000000,0,0.000000,1,90.495597
81787,82428,0,0.000000,0,0.000000,1,98.526731
78355,82023,0,0.000000,0,0.000000,0,0.000000
81429,81564,0,0.000000,0,0.000000,3,105.856769
82250,81588,0,0.000000,0,0.000000,1,98.268403
81454,81878,0,0.000000,0,0.000000,1,100.265020
78358,78434,0,0.000000,0,0.000000,0,0.000000
81586,78683,0,0.000000,0,0.000000,0,0.000000
78333,81951,0,0.000000,0,0.000000,0,0.000000
81951,90699,0,0.000000,0,0.000000,0,0.000000
78358,78373,0,0.000000,0,0.000000,3,98.292771
81850,81390,0,0.000000,0,0.000000,1,96.654165
81558,78287,0,0.000000,0,0.000000,1,100.400719
78689,81878,0,0.000000,0,0.000000,1,104.263592
78358,81555,0,0.000000,0,0.000000,1,101.815256
81564,81558,0,0.000000,0,0.000000,1,93.747838
81558,81801,0,0.000000,0,0.000000,1,82.505016
82297,81555,0,0.000000,0,0.000000,1,101.032387
82296,81878,0,0.000000,0,0.000000,1,96.891131
78628,81685,0,0.000000,0,0.000000,0,0.000000
82428,81569,0,0.000000,0,0.000000,1,97.319783
82182,81685,0,0.000000,0,0.000000,1,95.990533
78395,81482,0,0.000000,0,0.000000,1,98.590809
81471,81754,0,0.000000,0,0.000000,1,93.862254
78355,81471,0,0.000000,0,0.000000,0,0.000000
81359,82296,0,0.000000,0,0.000000,1,102.492547
81482,81390,1,88.788058,1,88.788058,1,88.172085
81850,78628,0,0.000000,0,0.000000,0,0.000000
81588,78690,0,0.000000,0,0.000000,0,0.000000
81754,78434,0,0.000000,0,0.000000,3,103.913062
81564,81321,0,0.000000,0,0.000000,0,0.000000
81424,81389,0,0.000000,0,0.000000,3,100.122948
81299,81390,0,0.000000,0,0.000000,1,87.752012
81355,81586,0,0.000000,0,0.000000,3,102.007222
81528,78628,0,0.000000,0,0.000000,3,98.626020
81586,84,0,0.000000,0,0.000000,0,0.000000
81558,90699,0,0.000000,0,0.000000,1,100.266897
82528,81868,0,0.000000,0,0.000000,1,93.651135
81558,81555,0,0.000000,0,0.000000,1,89.816239
81685,81298,0,0.000000,0,0.000000,0,0.000000
82528,81801,0,0.000000,0,0.000000,1,98.858774
78408,78690,0,0.000000,0,0.000000,1,0.000000
82073,84810,0,0.000000,0,0.000000,0,0.000000
81528,81321,0,0.000000,0,0.000000,0,0.000000
78287,82296,0,0.000000,0,0.000000,3,107.036714
81292,78287,0,0.000000,0,0.000000,1,92.718355
81694,81359,0,0.000000,0,0.000000,1,77.300075
81694,78321,0,0.000000,0,0.000000,1,100.179758
78312,81390,0,0.000000,0,0.000000,1,97.426507
81299,81298,0,0.000000,0,0.000000,1,60.191644
81299,90699,0,0.000000,0,0.000000,0,0.000000
82296,81390,0,0.000000,0,0.000000,1,101.528816
82506,78628,0,0.000000,0,0.000000,3,106.886474
81555,81569,3,91.143642,3,91.143638,1,91.361364
82528,78304,3,113.447178,3,106.938805,0,0.000000
81494,78683,0,0.000000,0,0.000000,0,0.000000
81567,81298,0,0.000000,0,0.000000,1,96.336856
81471,81299,0,0.000000,0,0.000000,0,0.000000
78333,78434,0,0.000000,0,0.000000,1,94.122636
81471,81951,0,0.000000,0,0.000000,3,101.568354
81424,81591,0,0.000000,0,0.000000,3,102.318933
81355,78690,0,0.000000,0,0.000000,3,103.331884
81355,81321,0,0.000000,0,0.000000,0,0.000000
82506,78408,0,0.000000,0,0.000000,1,95.330696
81682,81321,0,0.000000,0,0.000000,0,0.000000
81437,78304,1,92.660842,1,92.660842,1,91.374290
81694,81654,0,0.000000,0,0.000000,3,100.670344
81588,81390,1,94.044923,1,94.044923,1,93.657752
81482,2649870,0,0.000000,0,0.000000,3,103.971437
81591,78683,0,0.000000,0,0.000000,0,0.000000
78402,81879,0,0.000000,0,0.000000,0,0.000000
81620,78312,0,0.000000,0,0.000000,0,0.000000
78408,81507,0,0.000000,0,0.000000,0,0.000000
78333,78351,0,0.000000,0,0.000000,1,88.063165
81620,81868,0,0.000000,0,0.000000,1,91.507339
82016,81569,0,0.000000,0,0.000000,1,100.206647
78330,81787,0,0.000000,0,0.000000,0,0.000000
78287,2649870,0,0.000000,0,0.000000,3,105.227626
78347,81868,0,0.000000,0,0.000000,0,0.000000
81528,81671,0,0.000000,0,0.000000,0,0.000000
81528,78321,0,0.000000,0,0.000000,1,95.254974
81359,78347,0,0.000000,0,0.000000,3,102.533832
78681,78341,0,0.000000,0,0.000000,0,0.000000
78690,81878,0,0.000000,0,0.000000,0,0.000000
88599,78347,0,0.000000,0,0.000000,3,104.039255
78681,81879,0,0.000000,0,0.000000,0,0.000000
81323,78690,0,0.000000,0,0.000000,0,0.000000
81429,81569,0,0.000000,0,0.000000,3,100.313850
78365,81620,0,0.000000,0,0.000000,3,102.548714
81741,81359,0,0.000000,0,0.000000,3,99.704273
81417,81850,0,0.000000,0,0.000000,0,0.000000
81682,81754,0,0.000000,0,0.000000,1,95.976390
78402,81878,0,0.000000,0,0.000000,3,107.604214
81620,78333,0,0.000000,0,0.000000,3,101.545942
81355,81482,1,74.722960,1,74.722960,1,73.415015
81355,81741,0,0.000000,0,0.000000,0,0.000000
81741,81558,0,0.000000,0,0.000000,1,94.648135
81591,81482,0,0.000000,0,0.000000,1,99.409900
82296,78628,0,0.000000,0,0.000000,0,0.000000
78365,81951,0,0.000000,0,0.000000,0,0.000000
81384,78689,0,0.000000,0,0.000000,1,101.181342
81878,81801,0,0.000000,0,0.000000,1,93.817505
82297,81528,0,0.000000,0,0.000000,1,102.732835
78365,82506,0,0.000000,0,0.000000,3,106.862383
81471,82182,0,0.000000,0,0.000000,1,103.508171
81323,84,0,0.000000,0,0.000000,0,0.000000
78408,82528,0,0.000000,0,0.000000,1,99.138902
81437,81323,0,0.000000,0,0.000000,1,86.034175
81787,78355,0,0.000000,0,0.000000,0,0.000000
81974,78408,0,0.000000,0,0.000000,1,98.487758
78355,81878,0,0.000000,0,0.000000,0,0.000000
81290,82296,0,0.000000,0,0.000000,1,102.522890
81384,78434,0,0.000000,0,0.000000,0,0.000000
81528,81558,0,0.000000,0,0.000000,1,95.780981
82297,81586,0,0.000000,0,0.000000,1,93.141314
82182,81507,0,0.000000,0,0.000000,0,0.000000
81528,81654,0,0.000000,0,0.000000,0,0.000000
81424,81507,0,0.000000,0,0.000000,0,0.000000
81299,78434,0,0.000000,0,0.000000,0,0.000000
78373,78402,0,0.000000,0,0.000000,1,90.918485
81355,81298,1,74.824901,1,74.824901,1,0.000000
82297,81850,0,0.000000,0,0.000000,1,97.898998
78299,81671,0,0.000000,0,0.000000,3,102.124549
82016,78341,0,0.000000,0,0.000000,0,0.000000
78681,84810,0,0.000000,0,0.000000,3,108.293878
82528,78683,0,0.000000,0,0.000000,0,0.000000
81567,78628,0,0.000000,0,0.000000,0,0.000000
82528,81482,0,0.000000,0,0.000000,1,102.679798
78681,81292,0,0.000000,0,0.000000,3,99.524725
81437,81389,0,0.000000,0,0.000000,0,0.000000
81298,81801,0,0.000000,0,0.000000,1,94.587137
81741,78312,0,0.000000,0,0.000000,0,0.000000
78330,78408,0,0.000000,0,0.000000,1,94.266111
81299,81951,0,0.000000,0,0.000000,3,104.543592
81528,81569,0,0.000000,0,0.000000,3,99.894719
81290,78341,0,0.000000,0,0.000000,1,100.789378
81850,82506,0,0.000000,0,0.000000,3,103.266600
81528,78347,3,103.077509,3,103.244989,1,93.602626
81290,81494,0,0.000000,0,0.000000,1,92.583139
81787,81685,0,0.000000,0,0.000000,3,99.975084
81517,78408,0,0.000000,0,0.000000,3,106.438822
81359,78287,0,0.000000,0,0.000000,3,103.335588
81528,82528,0,0.000000,0,0.000000,1,101.774696
81682,2649870,0,0.000000,0,0.000000,1,97.223318
82073,81879,0,0.000000,0,0.000000,3,98.220477
78333,78683,0,0.000000,0,0.000000,0,0.000000
78299,78304,3,89.395575,3,88.477426,3,87.045726
78358,84,0,0.000000,0,0.000000,3,92.537754
78365,81494,0,0.000000,0,0.000000,1,97.084844
81384,78395,0,0.000000,0,0.000000,0,0.000000
82016,82428,0,0.000000,0,0.000000,1,88.256595
81974,81741,0,0.000000,0,0.000000,1,97.437097
82007,81390,0,0.000000,0,0.000000,1,102.701643
82073,82296,0,0.000000,0,0.000000,1,94.548142
78395,78287,0,0.000000,0,0.000000,1,94.079489
81591,81878,0,0.000000,0,0.000000,1,94.352808
82007,81685,0,0.000000,0,0.000000,3,101.975783
78299,81654,0,0.000000,0,0.000000,0,0.000000
81494,81801,0,0.000000,0,0.000000,3,102.285946
81694,81787,0,0.000000,0,0.000000,1,92.297204
78690,82023,0,0.000000,0,0.000000,0,0.000000
78321,81878,0,0.000000,0,0.000000,1,100.428723
81787,82073,0,0.000000,0,0.000000,1,98.406260
78347,81801,0,0.000000,0,0.000000,3,99.863303
78312,81555,0,0.000000,0,0.000000,3,101.912939
82297,81292,0,0.000000,0,0.000000,3,104.369518
81588,81801,0,0.000000,0,0.000000,1,88.916799
78683,78402,0,0.000000,0,0.000000,0,0.000000
81290,81671,0,0.000000,0,0.000000,1,81.199037
78321,82023,0,0.000000,0,0.000000,1,99.707182
78358,81879,0,0.000000,0,0.000000,0,0.000000
78355,82250,0,0.000000,0,0.000000,0,0.000000
81424,82016,0,0.000000,0,0.000000,0,0.000000
81564,81569,0,0.000000,0,0.000000,1,92.389400
81682,78304,0,0.000000,0,0.000000,3,100.281836
81850,81437,0,0.000000,0,0.000000,1,99.353224
78347,78312,1,89.545930,1,89.545930,1,88.420806
2649870,81298,0,0.000000,0,0.000000,1,102.776686
81454,81298,3,91.109317,3,88.182934,1,86.907627
81528,78380,0,0.000000,0,0.000000,3,99.671992
81850,81685,0,0.000000,0,0.000000,3,103.532444
78351,78304,1,90.037019,1,90.037019,1,88.880440
78681,78402,0,0.000000,0,0.000000,3,96.541417
81384,81620,0,0.000000,0,0.000000,0,0.000000
81437,78628,0,0.000000,0,0.000000,3,97.277384
81591,81471,0,0.000000,0,0.000000,1,99.084462
78689,81298,0,0.000000,0,0.000000,3,99.289427
78333,81671,0,0.000000,3,106.035018,1,100.469286
78690,78402,0,0.000000,0,0.000000,1,86.949633
78341,81507,0,0.000000,0,0.000000,0,0.000000
78365,78351,0,0.000000,3,94.496798,1,86.056141
81951,81801,0,0.000000,0,0.000000,3,101.031138
81384,81494,3,99.581769,3,97.832209,3,94.886314
81682,81620,0,0.000000,0,0.000000,1,99.055682
82428,81878,0,0.000000,0,0.000000,1,97.550811
81951,84,0,0.000000,0,0.000000,0,0.000000
78347,81482,0,0.000000,0,0.000000,1,94.846730
