b1,b2,status,loss,status_downscale,loss_downscale, status_srtm, loss_srtm
81654,78434,0,0.000000,0,0.000000,0,0.000000
81586,81292,0,0.000000,0,0.000000,0,0.000000
78358,82073,0,0.000000,0,0.000000,0,0.000000
78355,82182,0,0.000000,0,0.000000,0,0.000000
82528,84,0,0.000000,0,0.000000,0,0.000000
78690,84810,0,0.000000,0,0.000000,1,100.904498
81355,78304,0,0.000000,0,0.000000,1,93.802573
81741,84810,0,0.000000,0,0.000000,1,97.116389
78321,82428,0,0.000000,0,0.000000,1,98.291895
81528,81390,0,0.000000,0,0.000000,1,86.903446
81787,81299,0,0.000000,0,0.000000,1,96.922537
81290,81588,0,0.000000,0,0.000000,3,96.295873
81355,81620,0,0.000000,0,0.000000,0,0.000000
81417,78408,0,0.000000,0,0.000000,0,0.000000
81671,81390,0,0.000000,0,0.000000,1,91.641726
81741,81437,0,0.000000,0,0.000000,0,0.000000
81974,82428,0,0.000000,0,0.000000,1,79.086171
81424,82528,3,109.229516,3,108.828567,3,104.311357
82007,78402,0,0.000000,0,0.000000,3,104.244507
78355,84810,0,0.000000,0,0.000000,3,97.559202
78365,78690,0,0.000000,0,0.000000,1,88.374591
81741,78321,0,0.000000,0,0.000000,1,83.430609
81682,78347,0,0.000000,0,0.000000,3,98.268092
78304,82023,0,0.000000,0,0.000000,3,109.964480
81437,78347,0,0.000000,0,0.000000,1,91.471859
81754,81292,0,0.000000,0,0.000000,1,97.562625
81429,78321,0,0.000000,0,0.000000,1,92.938341
78689,82428,0,0.000000,0,0.000000,3,107.800177
78299,82250,0,0.000000,0,0.000000,3,109.462887
84810,2649870,0,0.000000,0,0.000000,1,88.334583
82297,2649870,0,0.000000,0,0.000000,1,86.215232
81654,82182,0,0.000000,0,0.000000,1,94.941152
82007,82182,0,0.000000,0,0.000000,1,87.526087
81482,81879,0,0.000000,0,0.000000,3,102.796255
81694,82073,0,0.000000,0,0.000000,1,101.595078
78380,90699,0,0.000000,0,0.000000,1,97.220610
78341,78304,0,0.000000,0,0.000000,3,90.795802
90699,84,0,0.000000,0,0.000000,3,94.037189
81299,81507,0,0.000000,0,0.000000,0,0.000000
81682,81569,0,0.000000,0,0.000000,1,98.088432
78287,81801,0,0.000000,0,0.000000,1,100.133648
78351,78312,0,0.000000,0,0.000000,1,90.041761
88599,81389,0,0.000000,0,0.000000,0,0.000000
81528,81482,0,0.000000,0,0.000000,1,79.527381
78341,81685,0,0.000000,0,0.000000,0,0.000000
81741,84,0,0.000000,0,0.000000,1,94.323102
82007,81437,0,0.000000,0,0.000000,3,104.565252
88599,78355,0,0.000000,0,0.000000,1,94.284334
78341,81801,0,0.000000,0,0.000000,3,104.015933
78380,81494,0,0.000000,3,110.109448,3,99.975663
81517,81292,0,0.000000,0,0.000000,3,97.998000
78380,81555,1,101.118603,1,101.118603,0,0.000000
81429,84,0,0.000000,0,0.000000,0,0.000000
78321,78287,0,0.000000,0,0.000000,1,96.020793
82073,90699,0,0.000000,0,0.000000,0,0.000000
81974,82007,0,0.000000,0,0.000000,1,85.099359
78358,81390,0,0.000000,0,0.000000,1,99.127110
81694,81868,0,0.000000,0,0.000000,1,97.332058
81299,81494,0,0.000000,3,86.344976,1,80.609093
81620,81528,0,0.000000,0,0.000000,3,100.024074
81654,81868,0,0.000000,0,0.000000,1,95.899334
81290,78321,0,0.000000,0,0.000000,1,100.052621
78333,82428,0,0.000000,0,0.000000,3,102.663552
81355,81801,0,0.000000,0,0.000000,3,103.916193
78395,81671,0,0.000000,0,0.000000,1,102.452414
78373,82023,0,0.000000,0,0.000000,1,98.679450
82182,82016,0,0.000000,0,0.000000,1,86.523934
81694,81482,0,0.000000,0,0.000000,0,0.000000
78333,2649870,0,0.000000,0,0.000000,3,100.170952
81482,82296,0,0.000000,0,0.000000,1,102.678310
81694,81951,0,0.000000,0,0.000000,1,102.320396
81389,78434,0,0.000000,0,0.000000,0,0.000000
81437,82296,0,0.000000,0,0.000000,3,104.074564
82007,84810,0,0.000000,0,0.000000,3,98.092030
78299,78434,0,0.000000,0,0.000000,0,0.000000
81588,78304,0,0.000000,0,0.000000,3,103.632121
82428,81298,0,0.000000,0,0.000000,1,102.183215
81417,81682,0,0.000000,0,0.000000,0,0.000000
78287,81569,0,0.000000,0,0.000000,3,103.158629
78321,78683,0,0.000000,0,0.000000,0,0.000000
81654,78683,0,0.000000,0,0.000000,0,0.000000
78681,78408,0,0.000000,0,0.000000,0,0.000000
78681,81654,0,0.000000,0,0.000000,0,0.000000
78299,81564,0,0.000000,0,0.000000,0,0.000000
78365,81359,0,0.000000,0,0.000000,3,104.095403
81528,78690,0,0.000000,0,0.000000,0,0.000000
81850,81555,0,0.000000,0,0.000000,1,89.706051
78408,81754,0,0.000000,0,0.000000,3,105.938584
81389,81878,0,0.000000,0,0.000000,0,0.000000
82506,82528,0,0.000000,0,0.000000,3,94.106727
81741,82016,0,0.000000,0,0.000000,1,97.531797
81850,81494,0,0.000000,0,0.000000,3,106.345110
81517,82007,0,0.000000,0,0.000000,1,103.343470
78365,82428,0,0.000000,0,0.000000,3,109.907177
82007,81591,0,0.000000,0,0.000000,3,94.773581
81754,78287,0,0.000000,0,0.000000,1,100.951008
81951,82023,0,0.000000,0,0.000000,1,92.283606
78689,78628,0,0.000000,0,0.000000,1,90.778480
81429,81359,0,0.000000,0,0.000000,3,101.523196
78365,81299,0,0.000000,0,0.000000,1,95.301490
78689,78683,1,82.705999,1,82.705999,1,81.149128
82297,81754,0,0.000000,0,0.000000,1,98.585565
81567,81741,0,0.000000,0,0.000000,1,93.744904
81558,78434,0,0.000000,0,0.000000,3,102.803336
82297,78321,0,0.000000,0,0.000000,1,99.916220
81424,81290,0,0.000000,3,99.722391,1,94.371053
81517,78330,0,0.000000,0,0.000000,3,102.672836
78299,81299,0,0.000000,0,0.000000,1,90.325422
81528,82023,0,0.000000,0,0.000000,1,102.167961
81290,81482,0,0.000000,0,0.000000,1,93.346286
82250,81754,0,0.000000,0,0.000000,1,96.470214
78689,82506,0,0.000000,0,0.000000,1,104.626234
78299,81528,0,0.000000,0,0.000000,1,90.375701
82182,81494,0,0.000000,0,0.000000,1,104.199773
81974,82506,0,0.000000,0,0.000000,3,91.458068
81494,81292,0,0.000000,0,0.000000,1,84.300647
78408,82428,0,0.000000,0,0.000000,1,97.512726
81741,81482,0,0.000000,0,0.000000,0,0.000000
81323,81754,0,0.000000,0,0.000000,1,98.765956
81517,81878,0,0.000000,0,0.000000,1,98.475839
81528,84810,0,0.000000,0,0.000000,0,0.000000
81355,78365,0,0.000000,0,0.000000,1,97.005207
81429,78330,0,0.000000,0,0.000000,1,94.111652
81620,78287,0,0.000000,0,0.000000,1,102.052724
81429,81321,0,0.000000,0,0.000000,0,0.000000
81694,81555,1,86.580730,1,86.580730,1,86.446880
81555,78628,0,0.000000,0,0.000000,1,102.778926
78373,88599,0,0.000000,0,0.000000,1,94.712369
78351,78347,0,0.000000,0,0.000000,1,79.375072
81429,82296,0,0.000000,0,0.000000,3,101.517968
78681,81417,0,0.000000,0,0.000000,3,98.462324
81429,81390,0,0.000000,0,0.000000,1,90.861013
88599,81471,0,0.000000,0,0.000000,1,103.831092
78380,78683,0,0.000000,0,0.000000,0,0.000000
81429,81951,0,0.000000,0,0.000000,1,103.675114
81671,78690,0,0.000000,0,0.000000,3,105.358391
81424,81567,0,0.000000,0,0.000000,3,98.139648
81429,78299,3,88.168564,1,88.456559,1,88.336722
81558,78628,0,0.000000,0,0.000000,3,106.962834
78347,84,0,0.000000,0,0.000000,0,0.000000
78330,88599,0,0.000000,0,0.000000,1,96.114018
78355,78628,0,0.000000,0,0.000000,0,0.000000
81694,78341,0,0.000000,0,0.000000,3,103.121513
81359,78380,0,0.000000,0,0.000000,0,0.000000
81429,81588,0,0.000000,0,0.000000,3,94.535451
90699,81878,0,0.000000,0,0.000000,1,101.400929
81567,78312,0,0.000000,0,0.000000,0,0.000000
81517,78355,0,0.000000,0,0.000000,0,0.000000
84810,81507,0,0.000000,0,0.000000,0,0.000000
81654,82428,0,0.000000,0,0.000000,1,91.196822
78321,81801,0,0.000000,0,0.000000,0,0.000000
81564,81879,0,0.000000,0,0.000000,1,89.720787
81588,81685,0,0.000000,0,0.000000,3,97.421940
81787,81507,0,0.000000,0,0.000000,0,0.000000
82007,81417,0,0.000000,0,0.000000,0,0.000000
82506,82250,0,0.000000,0,0.000000,0,0.000000
81424,81694,3,105.513319,3,102.065772,0,0.000000
78373,81682,0,0.000000,0,0.000000,1,79.762774
81321,81494,0,0.000000,0,0.000000,0,0.000000
78358,78408,0,0.000000,0,0.000000,0,0.000000
78690,84,0,0.000000,0,0.000000,1,0.000000
81528,78312,0,0.000000,1,95.158057,3,95.425355
78628,81390,0,0.000000,0,0.000000,1,100.359490
81389,2649870,0,0.000000,0,0.000000,0,0.000000
81355,81558,0,0.000000,0,0.000000,1,97.055318
78355,81558,0,0.000000,0,0.000000,0,0.000000
78299,82182,0,0.000000,0,0.000000,0,0.000000
81586,78341,0,0.000000,0,0.000000,0,0.000000
78689,81555,0,0.000000,0,0.000000,3,102.123031
82296,82428,0,0.000000,0,0.000000,1,76.227077
78355,81951,0,0.000000,0,0.000000,0,0.000000
81321,81879,0,0.000000,0,0.000000,0,0.000000
81424,81850,0,0.000000,0,0.000000,1,99.687159
81355,84,0,0.000000,0,0.000000,0,0.000000
81517,78681,0,0.000000,0,0.000000,1,101.379142
81564,78434,0,0.000000,0,0.000000,0,0.000000
82297,81564,0,0.000000,0,0.000000,3,93.662045
78321,78380,0,0.000000,0,0.000000,1,82.394079
78373,82016,0,0.000000,0,0.000000,1,97.281529
78304,78628,1,94.995683,1,94.995683,3,94.832564
78351,82016,0,0.000000,0,0.000000,0,0.000000
88599,78304,0,0.000000,0,0.000000,1,102.908736
78355,82528,0,0.000000,0,0.000000,0,0.000000
81454,81801,1,94.938214,1,94.938214,1,94.976420
81586,81685,0,0.000000,0,0.000000,1,84.011969
78330,82428,0,0.000000,0,0.000000,1,98.595908
78373,81879,0,0.000000,0,0.000000,3,99.566467
81437,81754,0,0.000000,0,0.000000,1,96.915890
82073,81292,0,0.000000,0,0.000000,3,105.998867
78395,81389,0,0.000000,0,0.000000,0,0.000000
78690,2649870,0,0.000000,0,0.000000,3,108.164792
81682,81586,0,0.000000,0,0.000000,1,90.706772
78351,81359,0,0.000000,0,0.000000,3,102.531296
78373,78628,0,0.000000,0,0.000000,0,0.000000
81567,81290,0,0.000000,0,0.000000,1,96.228488
78365,78299,0,0.000000,0,0.000000,1,87.925593
81787,82506,0,0.000000,0,0.000000,1,100.769339
81359,81292,0,0.000000,0,0.000000,0,0.000000
81620,78380,0,0.000000,0,0.000000,0,0.000000
78358,78355,0,0.000000,0,0.000000,0,0.000000
81454,81850,0,0.000000,0,0.000000,1,98.552975
81671,78408,0,0.000000,0,0.000000,3,103.741518
78351,81482,0,0.000000,0,0.000000,1,92.265177
82016,78434,0,0.000000,0,0.000000,3,99.475409
81787,78683,0,0.000000,0,0.000000,0,0.000000
88599,84810,0,0.000000,0,0.000000,1,85.142099
81359,78628,0,0.000000,0,0.000000,3,104.674449
81564,78628,0,0.000000,0,0.000000,0,0.000000
81384,81878,0,0.000000,0,0.000000,0,0.000000
78402,82023,0,0.000000,0,0.000000,1,102.149094
81741,81321,0,0.000000,0,0.000000,0,0.000000
81671,78287,0,0.000000,0,0.000000,3,101.057274
82297,81588,0,0.000000,0,0.000000,1,98.550835
78299,81586,0,0.000000,0,0.000000,0,0.000000
81384,81292,0,0.000000,0,0.000000,0,0.000000
81424,78355,0,0.000000,0,0.000000,0,0.000000
81586,78287,0,0.000000,0,0.000000,0,0.000000
81586,81528,0,0.000000,0,0.000000,3,106.992539
78380,81868,0,0.000000,0,0.000000,0,0.000000
81384,78373,0,0.000000,0,0.000000,0,0.000000
81359,82016,0,0.000000,0,0.000000,1,104.142587
78373,81298,0,0.000000,0,0.000000,3,102.998049
78287,81390,0,0.000000,0,0.000000,1,97.566675
81682,78628,0,0.000000,0,0.000000,0,0.000000
81682,78321,0,0.000000,0,0.000000,1,81.369335
81588,90699,0,0.000000,0,0.000000,3,103.849178
81323,81878,0,0.000000,0,0.000000,1,101.783739
78689,81471,0,0.000000,0,0.000000,0,0.000000
90699,78304,0,0.000000,0,0.000000,1,103.619970
81620,81292,0,0.000000,0,0.000000,3,101.847535
81850,78434,0,0.000000,0,0.000000,0,0.000000
81359,78690,0,0.000000,0,0.000000,3,108.849933
81454,81292,0,0.000000,0,0.000000,1,84.372366
78365,81879,0,0.000000,0,0.000000,0,0.000000
81620,81654,0,0.000000,0,0.000000,1,98.918105
78395,84810,0,0.000000,0,0.000000,1,100.178711
78330,81569,0,0.000000,0,0.000000,0,0.000000
82297,81951,0,0.000000,0,0.000000,1,94.079955
78365,88599,0,0.000000,0,0.000000,0,0.000000
82297,78287,0,0.000000,0,0.000000,3,106.584982
81321,90699,0,0.000000,0,0.000000,0,0.000000
82007,82016,0,0.000000,0,0.000000,3,96.128133
81507,81879,0,0.000000,0,0.000000,0,0.000000
78358,81454,0,0.000000,0,0.000000,1,94.551678
78373,78380,0,0.000000,0,0.000000,1,81.143786
81586,81558,0,0.000000,0,0.000000,1,93.666605
78395,78355,0,0.000000,0,0.000000,1,89.507313
78689,78304,0,0.000000,0,0.000000,1,83.277262
81321,81569,0,0.000000,0,0.000000,0,0.000000
81682,81850,0,0.000000,0,0.000000,1,98.088432
82297,81558,0,0.000000,0,0.000000,1,98.407397
81471,81879,0,0.000000,0,0.000000,1,93.660913
78358,81682,0,0.000000,0,0.000000,3,97.112521
81694,82296,0,0.000000,0,0.000000,1,101.801599
81654,81588,0,0.000000,0,0.000000,3,98.647346
81454,82506,0,0.000000,0,0.000000,0,0.000000
78351,78408,0,0.000000,0,0.000000,0,0.000000
81299,81801,0,0.000000,0,0.000000,1,95.097899
81868,81569,0,0.000000,0,0.000000,1,83.152004
78355,81654,0,0.000000,0,0.000000,0,0.000000
78365,81437,0,0.000000,0,0.000000,1,93.399557
78333,78312,1,75.997153,1,75.997153,1,69.039468
81564,78683,0,0.000000,0,0.000000,0,0.000000
82073,81482,0,0.000000,0,0.000000,3,104.358791
81682,82296,0,0.000000,0,0.000000,1,97.399632
81429,81671,0,0.000000,3,105.245885,3,97.195630
81620,81754,0,0.000000,0,0.000000,1,88.868561
78330,81685,0,0.000000,0,0.000000,1,91.661511
81321,81588,0,0.000000,0,0.000000,0,0.000000
81564,78380,0,0.000000,0,0.000000,0,0.000000
81437,81359,0,0.000000,0,0.000000,3,102.618034
82297,78341,0,0.000000,0,0.000000,3,112.157618
81654,78408,0,0.000000,0,0.000000,1,95.984086
81517,78304,3,104.130209,3,103.329391,1,99.478269
82506,82428,0,0.000000,0,0.000000,3,89.226888
81417,81569,0,0.000000,0,0.000000,0,0.000000
78299,81868,0,0.000000,0,0.000000,3,111.922518
81974,81654,0,0.000000,0,0.000000,1,92.380586
81528,84,0,0.000000,0,0.000000,0,0.000000
81323,84810,0,0.000000,0,0.000000,0,0.000000
82528,90699,0,0.000000,0,0.000000,1,95.036727
78380,78402,3,95.367864,3,95.186039,3,88.737682
81567,81850,0,0.000000,0,0.000000,1,88.963513
81850,81654,0,0.000000,0,0.000000,3,96.457151
81787,78287,0,0.000000,0,0.000000,1,100.886883
81586,81754,0,0.000000,0,0.000000,1,94.370044
81384,81517,1,86.653628,1,86.653628,1,86.058060
81517,81389,0,0.000000,0,0.000000,0,0.000000
81567,81801,1,87.613925,1,87.613925,1,86.182721
81567,78690,0,0.000000,0,0.000000,0,0.000000
78408,81878,0,0.000000,0,0.000000,1,103.095195
81787,81528,0,0.000000,0,0.000000,1,96.383097
81671,81801,0,0.000000,0,0.000000,1,89.695806
78434,81801,0,0.000000,0,0.000000,0,0.000000
81321,78434,0,0.000000,0,0.000000,0,0.000000
81482,81868,0,0.000000,0,0.000000,0,0.000000
81384,81471,0,0.000000,0,0.000000,1,0.000000
82250,2649870,0,0.000000,0,0.000000,0,0.000000
81671,81292,0,0.000000,0,0.000000,0,0.000000
81384,82528,0,0.000000,0,0.000000,0,0.000000
78689,81359,0,0.000000,0,0.000000,3,104.365355
78380,78341,0,0.000000,0,0.000000,0,0.000000
82073,81588,0,0.000000,0,0.000000,1,99.606385
84810,81801,0,0.000000,0,0.000000,1,101.476428
81671,78683,0,0.000000,0,0.000000,0,0.000000
81424,81558,0,0.000000,0,0.000000,1,97.684149
81850,82428,0,0.000000,0,0.000000,1,97.815177
81290,82023,0,0.000000,0,0.000000,1,102.626247
81389,78628,0,0.000000,0,0.000000,0,0.000000
81517,81323,0,0.000000,0,0.000000,3,97.464668
82296,81879,0,0.000000,0,0.000000,1,95.319399
81437,78689,0,0.000000,0,0.000000,3,98.839636
81591,78355,0,0.000000,0,0.000000,0,0.000000
81482,78304,0,0.000000,0,0.000000,1,92.644524
82428,81507,0,0.000000,0,0.000000,0,0.000000
78689,82023,0,0.000000,0,0.000000,3,108.522572
78395,78321,0,0.000000,0,0.000000,1,91.174981
81591,81801,0,0.000000,0,0.000000,1,93.864076
81682,81555,0,0.000000,0,0.000000,1,98.723246
78333,82023,0,0.000000,0,0.000000,3,103.615413
81299,81879,0,0.000000,0,0.000000,3,103.347598
81555,81507,0,0.000000,0,0.000000,0,0.000000
81528,2649870,0,0.000000,0,0.000000,3,104.323155
81321,78287,0,0.000000,0,0.000000,3,100.557549
78330,82506,0,0.000000,0,0.000000,1,99.282894
81355,81471,0,0.000000,0,0.000000,0,0.000000
81558,82016,0,0.000000,0,0.000000,1,99.998246
81850,81558,0,0.000000,0,0.000000,1,87.277252
78358,81586,0,0.000000,0,0.000000,3,108.513524
78402,2649870,0,0.000000,0,0.000000,1,101.048313
81424,81685,0,0.000000,0,0.000000,0,0.000000
82182,81801,0,0.000000,0,0.000000,1,101.111355
78321,81588,0,0.000000,0,0.000000,0,0.000000
81654,2649870,0,0.000000,0,0.000000,1,92.006621
81471,84810,0,0.000000,0,0.000000,1,104.049982
81694,82023,0,0.000000,0,0.000000,1,101.835633
81591,78287,0,0.000000,0,0.000000,0,0.000000
78351,81299,1,91.808273,1,91.808273,1,90.777224
82182,2649870,0,0.000000,0,0.000000,1,83.366601
81429,81454,0,0.000000,0,0.000000,1,49.955380
78358,81801,3,110.391097,3,109.736424,3,102.860900
81384,78628,0,0.000000,0,0.000000,3,104.150561
81620,82428,0,0.000000,0,0.000000,1,99.993923
81437,81878,0,0.000000,0,0.000000,1,100.593537
78321,81298,0,0.000000,0,0.000000,1,96.519114
81974,78304,0,0.000000,0,0.000000,3,109.910958
2649870,81685,0,0.000000,0,0.000000,1,93.623268
81588,81879,0,0.000000,0,0.000000,1,94.904416
78395,81685,0,0.000000,0,0.000000,1,96.579798
81564,81555,0,0.000000,0,0.000000,1,97.619631
82182,82428,0,0.000000,0,0.000000,1,86.162548
81567,81437,0,0.000000,0,0.000000,3,96.630635
81437,78287,0,0.000000,0,0.000000,1,92.032774
78365,78312,0,0.000000,0,0.000000,1,89.257145
81564,88599,0,0.000000,0,0.000000,1,98.256658
78365,81682,0,0.000000,0,0.000000,3,99.499488
78355,81507,0,0.000000,0,0.000000,0,0.000000
81437,81528,0,0.000000,3,80.417844,1,75.952836
81417,78690,0,0.000000,0,0.000000,0,0.000000
81384,78380,0,0.000000,0,0.000000,0,0.000000
78408,81482,0,0.000000,0,0.000000,0,0.000000
81290,81389,0,0.000000,0,0.000000,0,0.000000
81974,81471,0,0.000000,0,0.000000,1,101.863635
81850,81868,0,0.000000,0,0.000000,1,83.290789
81321,81685,0,0.000000,0,0.000000,0,0.000000
78373,78312,0,0.000000,0,0.000000,1,86.201330
81564,78312,0,0.000000,0,0.000000,0,0.000000
78358,81850,0,0.000000,0,0.000000,0,0.000000
81586,78355,0,0.000000,0,0.000000,0,0.000000
81424,81437,3,84.270702,1,83.398687,1,81.344647
78355,81299,0,0.000000,0,0.000000,0,0.000000
81682,78312,0,0.000000,0,0.000000,3,89.608707
82528,2649870,0,0.000000,0,0.000000,1,88.030559
81321,78312,0,0.000000,0,0.000000,0,0.000000
78333,81685,0,0.000000,0,0.000000,3,100.001203
81558,78402,0,0.000000,0,0.000000,3,104.099500
78689,78434,0,0.000000,0,0.000000,0,0.000000
81517,81974,0,0.000000,0,0.000000,1,102.637156
82506,81471,0,0.000000,0,0.000000,1,103.719489
81429,81507,0,0.000000,0,0.000000,0,0.000000
78380,81754,0,0.000000,0,0.000000,0,0.000000
81694,90699,0,0.000000,0,0.000000,1,103.745419
82007,81620,0,0.000000,0,0.000000,1,100.026538
78333,81507,0,0.000000,0,0.000000,0,0.000000
81384,81741,0,0.000000,0,0.000000,0,0.000000
81588,81569,0,0.000000,0,0.000000,3,97.545147
81528,81299,1,76.639756,1,76.639756,1,72.463908
81591,81292,0,0.000000,0,0.000000,3,101.554474
78628,81298,0,0.000000,0,0.000000,1,98.499302
78330,81654,0,0.000000,0,0.000000,1,93.753699
78373,82296,0,0.000000,0,0.000000,1,97.549560
82297,78408,0,0.000000,0,0.000000,1,98.772021
78341,81878,0,0.000000,0,0.000000,3,108.713659
81299,78628,0,0.000000,0,0.000000,3,98.095328
81437,81654,0,0.000000,0,0.000000,0,0.000000
78681,81389,0,0.000000,0,0.000000,1,99.472677
82250,78434,0,0.000000,0,0.000000,3,105.790908
81471,78287,0,0.000000,0,0.000000,0,0.000000
81482,81685,0,0.000000,0,0.000000,0,0.000000
81384,81298,0,0.000000,0,0.000000,0,0.000000
81558,81507,0,0.000000,0,0.000000,0,0.000000
78358,81685,0,0.000000,0,0.000000,0,0.000000
78395,81437,0,0.000000,0,0.000000,1,96.424237
81558,78347,0,0.000000,0,0.000000,3,100.484896
78408,81555,0,0.000000,0,0.000000,3,104.587794
82182,78434,0,0.000000,0,0.000000,1,98.470224
78380,81588,0,0.000000,0,0.000000,0,0.000000
81494,82428,0,0.000000,0,0.000000,1,102.869037
81323,81298,0,0.000000,0,0.000000,1,82.104520
81787,78434,0,0.000000,0,0.000000,3,104.201977
81290,90699,0,0.000000,0,0.000000,1,104.085717
81951,78402,0,0.000000,0,0.000000,3,105.292076
81528,81685,0,0.000000,0,0.000000,0,0.000000
81682,81323,0,0.000000,0,0.000000,0,0.000000
81355,78347,0,0.000000,0,0.000000,1,95.695130
81694,81299,0,0.000000,0,0.000000,0,0.000000
82297,81801,0,0.000000,0,0.000000,1,99.981627
81454,78408,0,0.000000,0,0.000000,0,0.000000
78321,78402,0,0.000000,0,0.000000,1,89.047401
82016,78287,0,0.000000,0,0.000000,1,103.600474
81494,82250,0,0.000000,0,0.000000,3,105.517476
82428,81879,0,0.000000,0,0.000000,1,96.094436
78299,81878,0,0.000000,0,0.000000,3,101.872808
81588,81878,0,0.000000,0,0.000000,1,95.727378
78358,82016,0,0.000000,0,0.000000,0,0.000000
81517,78341,0,0.000000,0,0.000000,1,101.012535
