81396,4.843622,45.766571
78261,4.843554,45.762103
81406,4.843190,45.764708
88064,4.852633,45.762999
78371,4.846397,45.762491
2649870,4.851915,45.764696
81713,4.845031,45.767734
78304,4.842193,45.763136
81729,4.845216,45.766711
78264,4.842922,45.763075
88413,4.852265,45.763516
81323,4.842589,45.764629
81743,4.849364,45.764257
81835,4.850560,45.767545
81679,4.847183,45.765481
81708,4.850291,45.766276
78615,4.842338,45.761771
82400,4.852448,45.764874
78619,4.842366,45.761622
78303,4.842853,45.763447
81734,4.846278,45.766652
81583,4.846613,45.763774
81308,4.843420,45.766793
89122,4.851819,45.763181
81463,4.842144,45.764907
81566,4.847508,45.766869
82314,4.851497,45.765304
78331,4.845355,45.763042
3426418,4.845586,45.766115
81574,4.848103,45.763879
81575,4.847846,45.764064
78377,4.847770,45.762651
81334,4.842526,45.765109
81756,4.849347,45.765235
81803,4.849095,45.764690
81733,4.847077,45.766745
81714,4.848046,45.768156
81488,4.843833,45.767105
78307,4.842170,45.763289
81652,4.844976,45.766938
81417,4.841912,45.764885
82602,4.852680,45.764510
81542,4.846832,45.763771
82382,4.851110,45.767766
82316,4.851843,45.765347
78345,4.844322,45.762148
81485,4.843708,45.765537
82096,4.852131,45.767853
81305,4.843187,45.764977
78448,4.849890,45.761723
81482,4.843014,45.765110
2649614,4.852212,45.767318
78401,4.845021,45.761947
81517,4.843385,45.767353
81829,4.844945,45.767192
81736,4.845715,45.764152
82428,4.851426,45.765157
81290,4.843411,45.767264
81805,4.845596,45.764777
81725,4.847949,45.763763
81414,4.842044,45.765587
82296,4.851377,45.765432
82613,4.852840,45.766058
82261,4.851724,45.763970
78339,4.845318,45.763220
81505,4.841777,45.767531
78272,4.843270,45.763319
81458,4.842688,45.764298
78680,4.841755,45.761519
81500,4.841512,45.767500
81404,4.844126,45.764448
81776,4.847440,45.765515
78318,4.846258,45.763418
81811,4.850678,45.763851
81951,4.852518,45.767742
78319,4.845614,45.763441
81451,4.842952,45.764955
81313,4.842657,45.766247
82595,4.851323,45.766019
81486,4.842712,45.765995
81311,4.844331,45.763754
81343,4.842074,45.763693
78381,4.847004,45.762569
81871,4.847635,45.768122
81687,4.849187,45.765772
81431,4.843051,45.764363
