1065134,4.813013,45.781787
1539999,4.815789,45.752334
84934,4.867585,45.754120
986223,4.823334,45.768777
78938,4.855368,45.755287
968461,4.834618,45.766930
1011038,4.816445,45.770245
951613,4.837449,45.762016
82225,4.853048,45.769248
1633564,4.809438,45.761391
79027,4.857586,45.755636
1470038,4.805747,45.750620
1570840,4.799947,45.756018
3713117,4.858852,45.759940
1644019,4.815154,45.760984
1570703,4.800862,45.753841
1471781,4.838009,45.778880
1166507,4.824648,45.781426
80450,4.851322,45.772247
26978,4.838470,45.749554
1011651,4.827461,45.771833
1043343,4.835593,45.772365
81313,4.842657,45.766247
1627682,4.798382,45.772525
1590305,4.802160,45.755389
1405700,4.838251,45.774529
950322,4.829629,45.752524
1011643,4.828235,45.772354
81328,4.842300,45.766004
259297,4.846273,45.750419
39523,4.842210,45.754963
87218,4.864402,45.761764
1009641,4.827248,45.774774
3426400,4.837499,45.763252
952334,4.869162,45.768788
1108712,4.820842,45.778492
82913,4.863929,45.764053
259742,4.854469,45.749647
1570724,4.806096,45.755844
259427,4.854080,45.751270
3404867,4.825827,45.746338
90573,4.869125,45.763289
1628049,4.806800,45.772720
1624058,4.808136,45.779530
1627109,4.803258,45.774077
1624376,4.802442,45.775842
1011348,4.825126,45.770889
1166502,4.823910,45.782203
985303,4.867506,45.771290
26951,4.838289,45.748674
81818,4.848237,45.768866
1645074,4.821887,45.760866
1626871,4.796463,45.767936
1633440,4.807650,45.763563
26413,4.838178,45.748174
1644911,4.805841,45.759531
1123966,4.820793,45.781059
83068,4.865009,45.767837
985867,4.832845,45.769194
1005602,4.825896,45.774146
1570009,4.810385,45.749442
1569918,4.803441,45.752128
1626904,4.798251,45.775853
26419,4.837857,45.748053
1628358,4.818909,45.765808
984539,4.868581,45.773096
1011564,4.829130,45.773313
1569911,4.810831,45.751012
1624988,4.802919,45.778513
78829,4.832806,45.764312
1469512,4.808148,45.747355
33542,4.838272,45.753142
26091,4.835476,45.747527
1077186,4.821738,45.775763
1280922,4.840600,45.782464
1011647,4.828067,45.772063
79134,4.858170,45.753759
81405,4.843839,45.764735
88214,4.869100,45.762461
258808,4.847679,45.749571
950524,4.830571,45.754968
80214,4.847207,45.754431
1011572,4.826770,45.773290
1647746,4.826437,45.766893
3443910,4.853777,45.752028
986241,4.822512,45.768568
948946,4.821304,45.747524
1469768,4.805679,45.750383
1627118,4.802906,45.771389
1011575,4.829170,45.772240
3405586,4.852531,45.770468
1010216,4.825285,45.774625
1644392,4.813578,45.757968
984385,4.867727,45.768256
259131,4.843205,45.750461
90318,4.869132,45.747220
986254,4.822499,45.768600
79088,4.858192,45.751214
93595,4.869781,45.744840
951719,4.833745,45.762255
81068,4.847149,45.770659
13102,4.813620,45.755861
985072,4.864738,45.770185
18485,4.834987,45.770695
82421,4.857044,45.764338
36402,4.840141,45.754034
258995,4.851660,45.746990
1060791,4.819187,45.772560
1551525,4.823515,45.758130
79796,4.844204,45.756320
78819,4.832978,45.764309
1077172,4.821617,45.774859
1011692,4.827629,45.771763
81809,4.850096,45.768869
260470,4.852187,45.749589
1025483,4.823594,45.775855
3477959,4.802570,45.777112
1626969,4.799140,45.774163
1570854,4.803666,45.755058
996764,4.859697,45.777781
948823,4.819136,45.746733
1627273,4.801655,45.775240
1570189,4.798102,45.751460
1065454,4.829657,45.775142
1624911,4.803332,45.778408
1338187,4.833364,45.781178
985980,4.831300,45.768559
1644236,4.813194,45.761907
258720,4.846604,45.752682
949293,4.826343,45.745279
86341,4.866552,45.760082
1336041,4.833632,45.777942
1049203,4.823157,45.775103
1647711,4.827039,45.764981
1551560,4.821876,45.753105
82754,4.865503,45.765796
1060778,4.818157,45.774751
1570330,4.796303,45.753288
3521784,4.861696,45.776029
13321,4.813465,45.756796
1628349,4.816569,45.765901
949667,4.827590,45.752509
1212932,4.830717,45.777662
128175,4.841610,45.753434
1060826,4.819190,45.773181
79071,4.858625,45.752408
949992,4.827840,45.757291
89697,4.870278,45.755972
79069,4.858000,45.752515
1624924,4.806094,45.776967
1633633,4.806658,45.761865
1633561,4.808492,45.762610
81329,4.841803,45.765555
985496,4.829991,45.767522
985530,4.833706,45.767929
33305,4.840075,45.751844
1627980,4.812158,45.769976
79316,4.851453,45.777596
950173,4.829645,45.749933
1643944,4.815295,45.756878
3872994,4.857919,45.756110
1011020,4.815351,45.771002
81841,4.848631,45.763774
33289,4.838254,45.751771
950379,4.829832,45.752636
1627707,4.802928,45.775293
1627726,4.802940,45.772110
950561,4.831665,45.754817
1626421,4.795847,45.774563
1648122,4.819867,45.764465
1633670,4.806107,45.764593
950295,4.830119,45.751819
81353,4.841724,45.765875
3961873,4.814271,45.748691
1011022,4.816101,45.768808
1570294,4.796519,45.752783
81300,4.843503,45.768381
80349,4.853166,45.772430
81814,4.847821,45.767197
984622,4.867670,45.771437
96753,4.861627,45.748469
1624802,4.806968,45.777687
1469526,4.807315,45.747527
968438,4.835253,45.765875
258679,4.857583,45.744167
985774,4.832973,45.768567
1471141,4.835357,45.780809
1644690,4.809006,45.756305
1625008,4.804914,45.779195
85633,4.870471,45.753890
1043223,4.831713,45.770348
1633490,4.806488,45.761010
1570274,4.795974,45.752274
78655,4.841621,45.760445
1194414,4.827537,45.778248
13065,4.816301,45.755953
80502,4.845818,45.771760
260006,4.849123,45.749403
949814,4.829533,45.754101
1647698,4.828800,45.762796
1405694,4.838046,45.774582
81599,4.846677,45.766757
951467,4.831924,45.760977
949964,4.828394,45.757360
1011532,4.828183,45.770931
950415,4.829662,45.753219
1625006,4.802442,45.775794
997083,4.868083,45.774796
1638776,4.795956,45.755520
1570322,4.800157,45.752060
1624282,4.799729,45.776339
968327,4.836653,45.766855
1624593,4.800988,45.777979
94721,4.864194,45.745414
1570883,4.804515,45.756057
951191,4.835084,45.759780
984965,4.864725,45.770811
1647673,4.827428,45.763004
79561,4.846895,45.757163
950397,4.830175,45.753699
1644303,4.814640,45.757446
92651,4.863424,45.747022
950303,4.829752,45.751910
968563,4.831989,45.765342
1166631,4.826002,45.781639
18411,4.834256,45.772387
13125,4.814285,45.755318
1627188,4.802080,45.768148
78622,4.843898,45.761679
3950296,4.866467,45.766889
1624054,4.801130,45.778560
1647994,4.827782,45.765042
259681,4.854187,45.749949
1469660,4.801778,45.744973
951729,4.832989,45.762588
1551528,4.826151,45.758480
1108770,4.826032,45.776814
1551479,4.822920,45.756900
1628014,4.811980,45.768262
1011196,4.818259,45.769334
950019,4.827387,45.756968
951610,4.835944,45.761915
950132,4.830506,45.750145
3872597,4.849639,45.744938
1570314,4.797531,45.750294
1471126,4.835675,45.780934
38673,4.840758,45.755305
997059,4.866055,45.778531
985608,4.836697,45.769534
78720,4.837828,45.764683
1644507,4.812353,45.757651
1009645,4.827581,45.774819
985825,4.831900,45.770194
80810,4.853850,45.770051
24790,4.837126,45.746539
82982,4.865475,45.765360
949598,4.824894,45.751729
985743,4.833915,45.769100
81277,4.854563,45.769833
1628004,4.805643,45.772701
1043214,4.832392,45.770775
1551546,4.825366,45.760011
1212935,4.830174,45.777834
84374,4.851785,45.763511
1472001,4.836744,45.777015
1335913,4.833454,45.778227
949858,4.827512,45.754798
1179222,4.827692,45.775850
1471920,4.836548,45.778533
1471988,4.839944,45.777251
1624718,4.803372,45.781450
950401,4.831352,45.754042
93779,4.867667,45.744558
260296,4.847277,45.747318
1335881,4.832446,45.779345
84666,4.868569,45.756781
1025471,4.823435,45.776102
1275298,4.832912,45.782087
1197583,4.828880,45.777604
